OK,Court ID,Court Name,Fixed Court Name,Court Name Abbreviation,Fixed Court Name Abbreviation,Count,Jurisdiction,Fixed Jurisdiction,First Date,Last Date,Example Case ID,Example Case
,10600,New York Mills Village Court,,N.Y. Mills Village Ct.,,1,N.Y.,,1984-12-28,1984-12-28,837461,View example
,9247,New York Municipal Court,,N.Y. Mun. Ct.,,482,N.Y.,,1896-05,1962-08-31,718815,View example
,11950,New York Municipal Court,,New York Mun. Ct.,,13,N.Y.,,1920-09,1920-12,1406432,View example
,19825,New York Municipal Court,,N.Y. Mun. Ct,,5,N.Y.,,1945-01-29,1945-03-01,920671,View example
,17195,New York Onondaga County Court,,Onondaga Cty. Ct.,,1,N.Y.,,1899-07,1899-07,7817262,View example
,15657,New York Oyer and Terminer,,N.Y. Ct. Oyer & Terminer,,2,N.Y.,,1860-01,1860-12,4607320,View example
,16380,New York Oyer and Terminer,,N.Y. Oyer & Terminer,,1,N.Y.,,1860-01,1860-01,2209385,View example
,11259,New York Police Court,,N.Y. Police Ct.,,8,N.Y.,,1914-07-16,1962-04-11,928609,View example
,11535,New York Police Justice's Court,,New York Police J. Ct.,,2,N.Y.,,1961-08-19,1961-10-06,1087984,View example
,11533,New York Police Justice's Court,,N.Y. Police J. Ct.,,1,N.Y.,,1961-12-13,1961-12-13,1103795,View example
,19342,New York Recorder's Court,,N.Y. Rec's Ct.,,6,N.Y.,,1913-03,1957-11-01,1016532,View example
,13739,New York Saratoga County Court,,N.Y. Ct. Saratoga,,1,N.Y.,,1908-05,1908-05,1849018,View example
,17062,New York Saratoga County Court,,Saratoga Cty. Ct.,,1,N.Y.,,1899-05,1899-05,7771684,View example
,19743,New York State Assembly,,N.Y. Assembly,,70,N.Y.,,1778-10-22,1871-01-03,8300028,View example
,16561,New York State Commission in Lunacy,,N.Y. Comm'n Lunacy,,8,N.Y.,,1874-04,1877-10,1948251,View example
,9601,New York State Court of Claims,,N.Y. Ct. Cl.,,466,N.Y.,,1909-01,2015-07-08,383146,View example
,9900,New York State Court of Claims,,N.Y. Cl. Ct.,,124,N.Y.,,1905-10,2014-06-11,384923,View example
,9658,New York State Court of Claims,,New York City Ct.,,1,N.Y.,,1909-06,1909-06,384831,View example
,17120,New York Steuben County Court,,Steuben Cty. Ct.,,1,N.Y.,,1899-06,1899-06,7795628,View example
,9659,New York Superior Court,,N.Y. Super. Ct.,,10118,N.Y.,,1819-07,1973-03,314841,View example
,11961,New York Superior Court,,N.Y. Super Ct.,,210,N.Y.,,1855-02,1893-12-29,1419077,View example
,11971,New York Superior Court,,N. Y. Super. Ct.,,98,N.Y.,,1862-10,1864-12-31,1425620,View example
,20637,New York Superior Court,,N.Y. City Ct.,,7,N.Y.,,1893-04-14,1895-12-23,682164,View example
,14606,New York Superior Court,,N.Y. Sup. Ct.,,4,N.Y.,,1848,1889-02-05,2189404,View example
,10237,New York Superior Court Equity Term,,N.Y. Super. Ct.,,3,N.Y.,,1893-11,1894-03,705203,View example
,10090,New York Superior Court General Term,,N.Y. Super. Ct.,,287,N.Y.,,1855-06,1895-12-18,631238,View example
,10100,New York Superior Court Special Term,,N.Y. Super. Ct.,,26,N.Y.,,1855-06,1895-06-24,622917,View example
,14435,New York Superior Court Special Term,,N.Y. Sup. Ct.,,1,N.Y.,,1895-09,1895-09,1988453,View example
,10128,"New York Superior Court, General Term",,N.Y. Super. Ct.,,95,N.Y.,,1889-01-17,1894-01,657517,View example
,14057,"New York Superior Court, General Term",,N.Y. Gen. Term,,3,N.Y.,,1870-06,1887-04,1410989,View example
,13994,"New York Superior Court, Herkimer Special Term",,N.Y. Super Ct.,,1,N.Y.,,1886,1886,1958431,View example
,14078,"New York Superior Court, Special Term",,N.Y. Super. Ct.,,1,N.Y.,,1893-05,1893-05,1973034,View example
,14197,"New York Superior Court, Trial Term",,N.Y. Sup. Ct.,,1,N.Y.,,1893-01,1893-01,1973008,View example
,20267,New York Supreme CClaim No. 21807,,N.Y. App. Div.,,1,N.Y.,,1934-09,1934-09,5834501,View example
,8791,New York Supreme Court,,N.Y. Sup. Ct.,,80221,N.Y.,,1794-04,2017-11-21,32443,View example
,19190,New York Supreme Court,,N. Y. Sup. Ct.,,106,N.Y.,,1852-01-05,1863-12-05,4939657,View example
,13704,New York Supreme Court,,N.Y. Supt. Ct.,,68,N.Y.,,1908-04,1908-06,1848799,View example
,21893,New York Supreme court,,N.Y. Sup. Ct.,,24,N.Y.,,1894-06,1894-10,314846,View example
,13941,New York Supreme Court,,N.Y. App. Term,,10,N.Y.,,1897-03,1980-07-11,920699,View example
,14264,New York Supreme Court,,N.Y. Sup.Ct.,,9,N.Y.,,1896-02-06,1911-11,1198919,View example
,11088,New York Supreme Court,,N.Y. Sup. Ct,,5,N.Y.,,1855-06,1943-04-26,909605,View example
,9753,New York Supreme Court,,N.Y Sup. Ct.,,2,N.Y.,,1858-04,1897-04,349875,View example
,20458,New York Supreme Court,,N.Y. App. Div.,,2,N.Y.,,1897-04,1913-11-12,3308562,View example
,10068,New York Supreme Court,,N.Y. Gen. Term,,2,N.Y.,,1867-05,1882-03,628724,View example
,16203,New York Supreme Court,,N.Y. Sup.,,2,N.Y.,,1860-11,1877-01,1946804,View example
,14927,New York Supreme Court,,N.Y. Super. Ct.,,2,N.Y.,,1861-09,1862-09,2376168,View example
,21833,New York Supreme Court,,Ct. N.Y. Sup. Ct.,,1,N.Y.,,1909-07,1909-07,386495,View example
,22060,New York Supreme Court,,N.Y. Gen. Term.,,1,N.Y.,,1893-04-14,1893-04-14,682357,View example
,19925,New York Supreme Court,,N.Y. Sur. Ct.,,1,N.Y.,,1957-06-07,1957-06-07,1016299,View example
,19845,New York Supreme Court,,Nassau Cty. Ct.,,1,N.Y.,,1957-04-10,1957-04-10,1011889,View example
,15739,New York Supreme Court,,U.S. Sup. Ct.,,1,N.Y.,,1872-05-06,1872-05-06,2358928,View example
,15143,New York Supreme Court (other),,N.Y. Sup. Ct.,,139,N.Y.,,2005-07-05,2006-07-18,3796304,View example
,10230,New York Supreme Court Albany Special Term,,N.Y. Sup. Ct.,,3,N.Y.,,1894-03,1894-05-01,705290,View example
,10326,New York Supreme Court Cayuga Equity Term,,N.Y. Sup. Ct.,,1,N.Y.,,1894-01-30,1894-01-30,705047,View example
,21130,New York Supreme Court General Term,,N.Y. Sup. Ct.,,321,N.Y.,,1888-05-18,1889-02-11,4297930,View example
,10519,New York Supreme Court Kings Special Term,,N.Y. Sup. Ct.,,1,N.Y.,,1894-03,1894-03,705355,View example
,10257,New York Supreme Court Monroe Special Term,,N.Y. Sup. Ct.,,1,N.Y.,,1893-10,1893-10,705371,View example
,10223,New York Supreme Court New York Special Term,,N.Y. Sup. Ct.,,6,N.Y.,,1894-02,1894-04,705188,View example
,10437,New York Supreme Court of Errors,,N.Y. Sup. Ct. Err.,,1,N.Y.,,1887-04,1887-04,799922,View example
,9547,New York Supreme Court of Judicature,,N.Y. Sup. Ct.,,6763,N.Y.,,1799-01,1841-10,369075,View example
,14350,New York Supreme Court of Judicature,,N.Y.,,1,N.Y.,,1833-11,1833-11,2012948,View example
,9577,New York Supreme Court of Judicature Judicator,,N.Y. Sup. Ct.,,1,N.Y.,,1819-01,1819-01,378193,View example
,10358,New York Supreme Court Oneida Special Term,,N.Y. Sup. Ct.,,1,N.Y.,,1894-03-19,1894-03-19,705504,View example
,10341,New York Supreme Court Onondaga Special Term,,N.Y. Sup. Ct.,,1,N.Y.,,1894-03-12,1894-03-12,705294,View example
,10301,New York Supreme Court Oswego Special Term,,N.Y. Sup. Ct.,,2,N.Y.,,1894-02,1894-03,705012,View example
,10266,New York Supreme Court Saratoga Special Term,,N.Y. Sup. Ct.,,2,N.Y.,,1894-01,1894-01,705399,View example
,10096,New York Supreme Court Special Term,,N.Y. Sup. Ct.,,158,N.Y.,,1859-04,1922-02,622817,View example
,23006,New York Supreme Court Special Term,,N.Y. Sup. Ct,,31,N.Y.,,1855-09,1856-03,12163841,View example
,22110,New York Supreme Court Special Term & Chambers,,N.Y. Sup. Ct.,,3,N.Y.,,1880-09,1880-10,622833,View example
,10288,New York Supreme Court St. Lawrence Special Term,,N.Y. Sup. Ct.,,2,N.Y.,,1894-02,1894-02,705274,View example
,10277,New York Supreme Court Tioga Special Term,,N.Y. Sup. Ct.,,1,N.Y.,,1894-01,1894-01,705197,View example
,10480,New York Supreme Court Ulster Special Term,,N.Y. Sup. Ct.,,1,N.Y.,,1894-03,1894-03,705304,View example
,19295,"New York Supreme Court, Albany General Term",,N.Y. Gen. Term,,3,N.Y.,,1858-09,1859-12,1260643,View example
,20208,"New York Supreme Court, Appelate Div.",,N.Y. App. Div.,,8,N.Y.,,1934-06,1934-07,5780752,View example
,10182,"New York Supreme Court, Appelate Division",,N.Y. App. Div.,,18,N.Y.,,1917-12,1996-02-29,676678,View example
,22353,"New York Supreme Court, Appellate",,N.Y. App. Div.,,1,N.Y.,,1998-02-26,1998-02-26,693904,View example
,8994,"New York Supreme Court, Appellate Division",,N.Y. App. Div.,,746020,N.Y.,,1714-01,2018-01-31,3128,View example
,20078,"New York Supreme Court, Appellate Division",,N.Y. App. Div,,1249,N.Y.,,1985-04-01,1986-10-28,3415150,View example
,20899,"New York Supreme Court, Appellate Division",,N.Y App. Div.,,569,N.Y.,,2009-04-02,2009-07-30,5723529,View example
,20470,"New York Supreme Court, Appellate Division",,N. Y. App. Div.,,499,N.Y.,,1982-12-20,1983-07-07,3315454,View example
,14387,"New York Supreme Court, Appellate Division",,N.Y. Sup. Ct.,,10,N.Y.,,1896-02-21,2017-11-16,1222194,View example
,19128,"New York Supreme Court, Appellate Division",,N.Y. App. Term,,6,N.Y.,,1897-03-12,1914-12-24,3508153,View example
,13053,"New York Supreme Court, Appellate Division",,N.Y.,,2,N.Y.,,1985-08-29,1985-08-29,1581148,View example
,14941,"New York Supreme Court, Appellate Division",,N Y. App. Div.,,1,N.Y.,,1922-10,1922-10,4675202,View example
,13231,"New York Supreme Court, Appellate Division",,N.Y. Civ. Ct.,,1,N.Y.,,1985-09-30,1985-09-30,1581423,View example
,13243,"New York Supreme Court, Appellate Division",,N.Y. Sur. Ct.,,1,N.Y.,,1985-09-30,1985-09-30,1581398,View example
,23058,"New York Supreme Court, Appellate Division",,q,,1,N.Y.,,2017-05-02,2017-05-02,12434269,View example
,11643,"New York Supreme Court, Appellate Division",,,,1,N.Y.,,1994-06-06,1994-06-06,1172767,View example
,20522,"New York Supreme Court, Appellate Divisionct",,N.Y. App. Div.,,1,N.Y.,,1974-07-05,1974-07-05,3300219,View example
,17903,"New York Supreme Court, Appellate Divisionn",,N.Y. App. Div.,,3,N.Y.,,1917-11,2008-08-07,2940120,View example
,20947,"New York Supreme Court, Appellate Divisionq",,N.Y. App. Div.,,1,N.Y.,,2008-11-12,2008-11-12,3949470,View example
,19187,"New York Supreme Court, Appellate DivisionU",,N.Y. App. Div.,,1,N.Y.,,1900-12-07,1900-12-07,7711100,View example
,15155,"New York Supreme Court, Appellate Divison",,N.Y. App. Div.,,591,N.Y.,,1981-08-14,2010-11-03,3993127,View example
,8833,"New York Supreme Court, Appellate Term",,N.Y. App. Term,,21596,N.Y.,,1890-01-30,2017-10-26,32447,View example
,11629,"New York Supreme Court, Appellate Term",,N.Y. App. Term.,,145,N.Y.,,1909-12-22,2006-03-22,785791,View example
,13711,"New York Supreme Court, Appellate Term",,N. Y. App. Term,,65,N.Y.,,1908-05,1908-06,1848798,View example
,11910,"New York Supreme Court, Appellate Term",,N.Y. App. Div.,,6,N.Y.,,1897-07-29,1973-07-16,1306164,View example
,13782,"New York Supreme Court, Appellate Term",,N.Y. Sup. Ct.,,4,N.Y.,,1906-04,1956-01-06,380939,View example
,13785,"New York Supreme Court, Appellate Term",,N.Y. Supt. Ct.,,1,N.Y.,,1908-05,1908-05,1848894,View example
,19430,"New York Supreme Court, Cayuga General Term",,N.Y. Gen. Term,,1,N.Y.,,1858-06,1858-06,1260663,View example
,10427,"New York Supreme Court, Chambers",,N.Y. Sup. Ct.,,1,N.Y.,,1892-07,1892-07,803130,View example
,19445,"New York Supreme Court, Chenango General Term",,N.Y. Gen. Term,,1,N.Y.,,1859-05,1859-05,1260680,View example
,19285,"New York Supreme Court, Clinton General Term",,N.Y. Gen. Term,,4,N.Y.,,1858-05,1860-05,1260660,View example
,9194,"New York Supreme Court, General Term",,N.Y. Gen. Term,,55472,N.Y.,,1833-10-19,1898-05-15,299798,View example
,9211,"New York Supreme Court, General Term",,N.Y. Gen. Term.,,608,N.Y.,,1848-01,1895-12-28,201352,View example
,14105,"New York Supreme Court, General Term",,N.Y. Sup. Ct.,,7,N.Y.,,1854-09-04,1893-10,653966,View example
,14509,"New York Supreme Court, General Term",,N.Y. Super. Ct.,,2,N.Y.,,1895-12-18,1895-12-26,2125493,View example
,14328,"New York Supreme Court, General Term",,N.Y. City Ct.,,1,N.Y.,,1889-09-21,1889-09-21,2027428,View example
,11547,"New York Supreme Court, General term",,N.Y. Gen. Term,,1,N.Y.,,1878-10,1878-10,1164460,View example
,19503,"New York Supreme Court, Kings General Term",,N.Y. Gen. Term,,1,N.Y.,,1858-12,1858-12,1260659,View example
,19416,"New York Supreme Court, Monroe General Term",,N.Y. Gen. Term,,2,N.Y.,,1858-09,1860-03,1260682,View example
,13975,"New York Supreme Court, Monroe Special Term",,N.Y. Sup. Ct.,,1,N.Y.,,1887-08,1887-08,1958408,View example
,19335,"New York Supreme Court, Otsego General Term",,N.Y. Gen. Term,,1,N.Y.,,1859-07,1859-07,1260648,View example
,13596,"New York Supreme Court, Special Term",,N.Y. Sup. Ct.,,218,N.Y.,,1893-02,1956-04-24,983651,View example
,21829,"New York Supreme Court, Special Term",,N.Y. Spec. Term,,4,N.Y.,,1886-06,1886-11,797857,View example
,13643,"New York Supreme Court, Special Term",,N.Y. Sur. Ct.,,1,N.Y.,,1903-08,1903-08,1818311,View example
,18523,New York Supreme Courts,,N.Y. Sup. Ct.,,1,N.Y.,,1969-07-31,1969-07-31,1206775,View example
,14832,New York Surrogate Court,,N.Y. Sur. Ct.,,1,N.Y.,,1879-02,1879-02,4506337,View example
,20020,New York Surrogate's County,,N.Y. Sur. Cty.,,1,N.Y.,,1921-07,1921-07,747840,View example
,19972,New York Surrogate's Cour,,N.Y. Sur. Ct.,,1,N.Y.,,1972-08-01,1972-08-01,1246431,View example
,9114,New York Surrogate's Court,,N.Y. Sur. Ct.,,10009,U.S.,,1865-07,2016-06-17,87245,View example
,9033,New York Surrogate's Court,,N.Y. Sur. Ct.,,9186,N.Y.,,1811-05,2014-07-10,32445,View example
,11269,New York Surrogate's Court,,N.Y Sur. Ct.,,63,N.Y.,,1953-10-19,1954-08-04,981134,View example
,10388,New York Surrogate's Court,,N.Y. Sur. Ct,,62,N.Y.,,1849-03,1910-12,789133,View example
,19811,New York Surrogate's Court,,N.Y. Sup. Ct.,,55,N.Y.,,1946-08-29,1951-01-22,958807,View example
,14255,New York Surrogate's Court,,N.Y. Surr. Ct.,,31,N.Y.,,1888-05-10,1888-08-19,2008111,View example
,20397,New York Surrogate's Court,,Sur. Ct.,,27,N.Y.,,1914-12,1915-04-19,3242360,View example
,11257,New York Surrogate's Court,,N.Y. City Ct.,,1,N.Y.,,1943-03-27,1943-03-27,909599,View example
,11213,New York Surrogate's Court,,N.Y. Dom. Rel. Ct.,,1,N.Y.,,1949-06-08,1949-06-08,948113,View example
,20471,New York Surrogate's Court,,N.Y.S.,,1,N.Y.,,1915-01,1915-01,3243643,View example
,10649,New York Surrogate's Court,,Surrogate's Cty. Ct.,,1,N.Y.,,1936-06-12,1936-06-12,858667,View example
,21996,"New York Surrogate's Court, Cattaraugus County",,N.Y. Sur. Ct.,,3,N.Y.,,1896-05,1896-09,1996687,View example
,14429,"New York Surrogate's Court, Cayuga County",,N.Y. Sur. Ct.,,1,N.Y.,,1889-09-25,1889-09-25,2027349,View example
,21947,"New York Surrogate's Court, Erie County",,N.Y. Sur. Ct.,,2,N.Y.,,1896-05,1896-07,1996934,View example
,21913,"New York Surrogate's Court, Onondaga County",,N.Y. Sur. Ct.,,2,N.Y.,,1896-05,1896-07,1996967,View example
,22201,"New York Surrogate's Court, Otsego County",,N.Y. Sur. Ct.,,1,N.Y.,,1896-09,1896-09,1997251,View example
,22175,"New York Surrogate's Court, Rockland County",,N.Y. Sur. Ct.,,2,N.Y.,,1896-06,1896-07,1997233,View example
,21969,"New York Surrogate's Court, Ulster County",,N.Y. Sur. Ct.,,8,N.Y.,,1893-04,1896-07,1996594,View example
,18626,New York Surrogate's Courts,,N.Y. Sur. Ct.,,101,N.Y.,,1889-02,1891-11,1132604,View example
,10146,New York Surrogates' Court,,N.Y. Sur. Ct.,,2,N.Y.,,1891-01-17,1891-01-31,673753,View example
,19758,New York Village Court,,N.Y. Village Ct.,,1,N.Y.,,1971-12-09,1971-12-09,1238558,View example
,14083,"New York Village Court, Nassau County",,N.Y. Vill. Ct.,,1,N.Y.,,1980-10-21,1980-10-21,1946264,View example
,9902,Newark City District Court,,Newark City Dist. Ct.,,2,N.J.,,1934-02-02,1943-07-09,429286,View example
,15172,Newark Criminal Court,,Newark Crim. Ct.,,2,N.J.,,1935-03-07,1936-03-12,576514,View example
,18818,Newark Village Court,,Newark Village Ct.,,2,N.Y.,,1989-04-14,1991-02-22,879778,View example
,20839,Newaygo County Circuit Court,,Newaygo Cty. Cir. Ct.,,1,Mich.,,1870-02,1870-02,6050555,View example
,19817,Newburgh City Court,,Newburgh City Ct.,,2,N.Y.,,1964-11-19,1965-03-23,1151392,View example
,10606,Newburgh Justice Court,,Newburgh J. Ct.,,2,N.Y.,,1996-03-07,2015-11-09,839260,View example
,11047,Newburgh Recorder's Court,,Newburgh Rec's Ct.,,1,N.Y.,,1940-06-04,1940-06-04,892783,View example
,14421,Newport News Circuit Court,,Newport News Cir. Ct.,,61,Va.,,1983-10-27,2016-04-21,3784257,View example
,11993,Newton Falls Municipal Court,,Newton Falls Mun. Ct.,,2,Ohio,,1973-01-17,2008-06-24,1443452,View example
,20576,"Newv York Supreme Court, Appellate Division",,N.Y. App. Div.,,3,N.Y.,,1915-06-25,1915-07-30,3355620,View example
,14300,Ney York Court for the Correction of Errors,,N.Y.,,3,N.Y.,,1831-12,1831-12,2009613,View example
,9263,Niagara County Court,,Niagara Cty. Ct.,,12,N.Y.,,1872-06,2016-03-10,763690,View example
,20018,Niagara Falls City Court,,Niagara Falls City Ct.,,1,N.Y.,,1936-12-07,1936-12-07,861053,View example
,14012,Niagara Surrogate's Court,,Niagara Sur. Ct.,,1,N.Y.,,1889-11,1889-11,1963443,View example
,19401,Nisi Prius,,N.Y. Nisi Prius,,1,N.Y.,,1816-10,1816-10,1271066,View example
,21436,nited States Court of Appeals for the District of Columbia Circuit,,D.C. Cir.,,5,U.S.,,1979-09-26,1979-11-09,1421526,View example
,23055,nited States District Court for the Middle District of Alabama,,M.D. Ala.,,1,U.S.,,2017-09-12,2017-09-12,12434266,View example
,13121,Noble Circuit Court,,Noble Cir. Ct.,,6,Ohio,,1885-12,1907-11,1616492,View example
,18986,Noble County Court of Common Pleas,,Noble Cty. C.P.,,1,Ohio,,1930-10,1930-10,1566296,View example
,13501,Noble County Juvenile Court,,Noble Cty. Juv. Ct.,,1,Ohio,,1957,1957,1790881,View example
,13535,Noble County Probate Court,,Noble Cty. Prob. Ct.,,1,Ohio,,1960-12-12,1960-12-12,1804772,View example
,20862,Norfolf Circuit Court,,Norfolf Cir. Ct.,,2,Va.,,1982-06-22,1982-11-05,3880711,View example
,14448,Norfolk Circuit Court,,Norfolk Cir. Ct.,,655,Va.,,1974-02-27,2016-05-26,3778841,View example
,15713,Norfolk County Circuit Court,,Norfolk Cty. Cir. Ct.,,1,Va.,,1980-05-19,1980-05-19,3937739,View example
,15740,Norfolk Law and Chancery Court,,Norfolk Law & Ch. Ct.,,31,Va.,,1963-01-03,1972-11-27,3783459,View example
,15839,Norfolk Law and Chancery Court,,Norfolk Law & Chancery Ct.,,3,Va.,,1965-11-23,1969-06-09,3921673,View example
,15676,Norfolk Law and Equity Court,,Norfolk Law & Eq. Ct.,,1,Va.,,1970-07-16,1970-07-16,3937221,View example
,14983,North Carolina Court of Appeals,,N.C. Ct. App.,,26959,N.C.,,1828-05,2014-10-07,2643026,View example
,22933,North Carolina Court of Conference,,N.C. Ct. Conference,,120,N.C.,,1800-06,1804-12,12121337,View example
,22359,North Carolina District Court,,N.C. Dist. Ct.,,1,N.C.,,1897-01-15,1897-01-15,8656976,View example
,22358,North Carolina Superior Court,,N.C. Super. Ct.,,900,N.C.,,1778-11,1806-05,8683564,View example
,13868,North Castle Justice Court,,North Castle J. Ct.,,1,N.Y.,,1978-01-23,1978-01-23,1915176,View example
,8802,North Dakota Supreme Court,,N.D.,,13468,N.D.,,1807-11-08,2018-02-22,194607,View example
,18805,North Greenbush Justice Court,,North Greenbush J. Ct.,,1,N.Y.,,1993-05-25,1993-05-25,912705,View example
,10868,North Hills Justice Court,,North Hills J. Ct.,,1,N.Y.,,1988-09-13,1988-09-13,876250,View example
,10838,North Hills Village Court,,North Hills Village Ct.,,1,N.Y.,,1988-04-01,1988-04-01,871732,View example
,15573,Northampton County Circuit Court,,Northampton Cty. Cir. Ct.,,12,Va.,,1986-05-13,2007-02-06,3784581,View example
,13015,Northampton County Court Common Pleas,,Northampton Cty. C.P.,,1,Pa.,,1946-07-15,1946-07-15,1577161,View example
,9123,Northampton County Court of Common Pleas,,Northampton Cty. C.P.,,609,Pa.,,1870-03-03,2015-02-23,29908,View example
,21730,Northampton County Court of Common Pleas,,Northampton Cty. Ct. C.P.,,16,Pa.,,1882-09-25,2015-07-02,1036123,View example
